Name,Description,Price,CL,Strength,URL
"Vest, Deadshot","This rough vest of black snakeskin is decorated with a fringe of rawhide tassels, each knotted around a bit of bone or a small animal skull. A gunslinger with the deadeye deed reduces the grit point cost to use that deed by 1 (minimum 1 grit). In addition, once per day when the wearer reduces a creature to 0 or fewer hit points with a firearm she can use death knell (Will DC 13 negates) against that target as a swift action. She does not have to touch the target to activate this ability, but her range increment penalty for shooting the target also applies to the saving throw DC of the death knell (for example, if the range increment penalty is —2, the DC is 11).","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/vest-deadshot
Burrower's Bridle,"This metal-studded bridle can be attached to any creature with a burrowing speed that is made friendly or helpless. The bridle grants anyone who mounts the bridled creature a +4 competence bonus on Ride, Handle Animal, and wild empathy checks to control the bridled creature. An equipped burrower's bridle allows the user to calm and train (with Handle Animal or wild empathy) any creatures with a burrow speed and an Intelligence score of less than 3—not just animals or magical beasts. The bridle also allows a creature riding a burrowing creature to accompany it underground while it burrows, but does not grant the ability to breathe underground.","6,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/burrower-s-bridle
"Cloak, Treeform","This long green cloak’s back features an embroidered image of an ancient oak. Once per day on command, the wearer can assume the shape of a tree, as the tree shape spell, but can only take the form of a living tree. Furthermore, each hour the wearer spends in tree form while in direct sunlight, he heals 1d6 hit points.","6,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cloak-treeform
Coin of the Untrodden Road,"When tossed into the air, this tarnished copper coin brings forth potential lost by life's decisions. If a human, half-elf, or half-orc flips the coin and catches it, she takes a -2 penalty to the ability score modified by her +2 racial ability score bonus, but gains a +2 inherent bonus to a random other ability score. The bonus and penalty last for 1 hour. Negating the penalty automatically negates the bonus as well. The coin can be used three times per day.","6,000 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/coin-of-the-untrodden-road
"Harness, Eidolon Anchoring","Loadstone studs line the straps of this ornate leather harness. When worn by an eidolon, the bindings act as a dimensional safety harness, anchoring the outsider to its current plane. Any time the eidolon would be forced to return to its home plane (such as when it’s reduced to negative hit points equal to its Constitution score or when its master is rendered unconscious), it can expend one use of its summoner’s summon monster spell-like ability as a free action to remain on the Material Plane for 1 round. The summoner does not need to be conscious for the eidolon to use this ability, but he must be within 100 feet. If the summoner is conscious, he can refuse to allow this expenditure (which means the eidolon is forced back to its home plane). If the condition that would have sent the eidolon back to its home plane is still in effect after 1 round has passed, the eidolon may expend another use of its master’s summon monster spell-like ability; otherwise it immediately returns to its home plane","6,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/harness-eidolon-anchoring
"Ioun Stone, Amber Spindle (Flawed)","This stone grants a +1 resistance bonus on saving throws per stone, stacking up to +3 total with other amber spindle ioun stones (flawed or otherwise).","6,000 ",12,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/amber-spindle-ioun-stone
"Ioun Stone, Turquoise Sphere",This stone grants you a +5 competence bonus on Ride checks. Any horse or pony you ride gains the benefits of the Fleet feat.,"6,000 ",12,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/turquoise-sphere-ioun-stone
Martyr's Tear,"This imperfect, rose-tinted gemstone resembles a teardrop or a broken heart depending on its orientation. Its pale facets are typically marred by a single crack or chip near the gem's middle. Once per day, the bearer may spend a standard action to transfer 3d6 hit points from himself into the gem. This deepens the gem's color, with a stronger color indicating more life energy stored in it. The gem can store a maximum of 18 hit points. If any hit points are stored in the gem, the bearer may touch it himself or another creature as a standard action, transferring all the stored life energy from the gem to the target creature, healing it a number of hit points equal to the amount stored in the gem. This returns the gem to its normal color.","6,000 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/martyr-s-tear
Master's Squeeze-Box,"This concertina was created by a notorious bard. It can be used like a masterwork concertina, providing a +2 bonus on Perform (keyboard instruments) checks. At any one time, the squeeze-box is either more compressed than extended or more extended than compressed, and switching between the two is a free action (and in fact, happens regularly when the instrument is played). When the concertina is compressed and held in a hand, the wielder gains the compression ability. When the concertina is extended and held in a hand, the wielder is immune to constriction damage (as from constrict attacks) and damage from being buried, although the wielder gains no protection from suffocation.","6,000 ",5,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/master-s-squeeze-box
"Necklace, Fey Child","This necklace is set with a bloodstone sculpted to look like a scintillating green eye. It gives the wearer a +4 competence bonus on Charisma checks and Charisma-based checks made to interact with gnomes, a +2 competence bonus on similar checks when dealing with beings of the fey creature type, and a —2 penalty on similar checks when interacting with anyone else. The wearer can read, speak, and understand the Gnome language. If the wearer is not a gnome, she gains low-light vision, and may cast dancing lights, ghost sound, prestidigitation, and speak with animals each once per day as a spell-like ability.","6,000 ",8,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/necklace-fey-child
Rope of Knots,"This rope is 100 feet long and can perform all the functions of a rope of climbing. Furthermore, upon command the rope of knots snakes out and knots itself into a rope structure. The rope can tie itself into any structure which can be created out of 100 feet of rope. Possible structures include (but are not limited to) a sturdy rope bridge up to 25 feet long, a 10-foot-square net or hammock, or a 40-foot-tall rope ladder. The rope takes up to 10 rounds to create a complex structure or half that time to return itself to a simple coil. The rope has hardness 1 and 20 hit points. It repairs damage to itself at a rate of 2 hit points every 10 minutes.","6,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/rope-of-knots
Torc of The Primal Song,"This heavy gold neck ring resembles a braided rope. When the wearer performs a raging song or benefits from an ally's raging song, she gains the Diehard feat for the duration of the song. In addition, she benefits from any helpful raging song or bardic performance for 1 round after the performance ends or would normally cease affecting the wearer. This does not stack with other means of prolonging the effects of a performance that has ended.","6,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/torc-of-the-primal-song
"Ioun Stone, Amethyst Pyramid (Flawed)","This stone functions as a normal amethyst pyramid ioun stone, but against undead you take a –1 penalty to AC and on saves.","6,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/amethyst-pyramid
"Ioun Stone, Deep Red Sphere (Flawed)","This stone grants a +2 enhancement bonus to Dexterity, and a –2 penalty to Constitution.","6,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/deep-red-sphere-ioun-stone
"Ioun Stone, Pale Blue Rhomboid (Flawed)",This stone grants a +2 enhancement bonus to Strength and a –2 penalty to Constitution.,"6,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/pale-blue-rhomboid-ioun-stone
"Ioun Stone, Pink and Green Sphere (Flawed)",This stone grants a +2 enhancement bonus to Charisma and a –2 penalty to Constitution.,"6,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/pink-and-green-sphere-ioun-stone
"Ioun Stone, Pink Rhomboid (Flawed)",This stone grants a +2 enhancement bonus to Constitution and –2 penalty to Dexterity.,"6,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/pink-rhomboid-ioun-stone
"Ioun Stone, Scarlet and Blue Sphere (Flawed)",This stone grants a +2 enhancement bonus to Intelligence and a –2 penalty to Constitution.,"6,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/scarlet-and-blue-sphere-ioun-stone
Life Link Badge,"When this plain leather badge is sewn onto a summoner's armor or clothing, a faded image of his summoner rune appears on its surface. The summoner can add charges to the badge by expending summoner spell slots; the badge gains charges equal to the spell level of the slot expended (maximum 5 charges). Adding charges to the badge is a standard action (regardless of the spell level expended). When the summoner uses his life link ability, instead of sacrificing his own hit points, he may expend charges from the badge to heal the eidolon 1d6 hit points per charge. The summoner does not have to decide how many charges are spent beforehand (he may expend one charge, roll, and decide whether or not to spend more charges for more healing). All charges in the badge are lost when the summoner readies spells after resting.","6,000 ",13,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/life-link-badge
Book of Extended Summoning (Greater),"This leather-bound book is inscribed with runes relating to outsiders and conjuration magic. It enhances spells that summon monsters. The user may apply the Extend Spell feat to these spells as they are cast. This does not change the spell slot of the altered spell. The book counts as a metamagic rod for the purpose of combining multiple metamagic effects on a spell. A normal book of extended summoning can be used with spells of 6th level or lower, while a lesser book can be used with spells of 3rd level or lower, and a greater book can be used with spells of 9th level or lower. Each book is keyed to a particular alignment (equal chances of chaotic, evil, good, or lawful) and only works when used to summon a creature with that alignment. Once the book is used, it crumbles into cold ash and is destroyed.","6,126 ",17,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/book-of-extended-summoning
Necrograft (Gravespawn Gland),"A gravespawn gland is a piece of zombie brain implanted in the host's skull. When the command word (which is often kept secret by its creator) is spoken within 60 feet of the host, the gravespawn gland releases a surge of necromantic power, dealing 4d6 points of negative energy damage to the host. The host must succeed at a Fortitude saving throw (DC = 10 + the damage dealt) or be instantly slain. Creatures killed in this manner cannot be revived by breath of life or raise dead. A creature killed by a gravespawn gland rises 1 round later as a mindless zombie. A gravespawn gland is rarely implanted willingly. Unlike with most necrografts, implanting this organ requires a successful DC 25 Heal check by the necrograft surgeon, not a successful Fortitude save by the recipient. Removing an implanted gravespawn gland requires a successful DC 25 Heal check; if this check is failed by more than 5, the gravespawn gland detonates inside the host.","6,200 ",11,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/necrograft
Gloves of Swimming and Climbing,These apparently normal lightweight gloves grant a +5 competence bonus on Swim checks and Climb checks. Both gloves must be worn for the magic to be effective.,"6,250 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gloves-of-swimming-and-climbing
Whistle of Calling,"This whistle emits a loud, shrill note. Once per day when the user blows this whistle his mount or animal companion is instantly teleported to a safe space of the user's choice that's within 30 feet of him. The creature must be within 1 mile, and any effect that bars or hampers teleportation also impedes this effect. The whistle is useless unless attuned to a specific mount or animal companion; attuning the whistle is a special ritual that takes 10 minutes. The whistle can be attuned to a new mount or animal companion at will.","6,300 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/whistle-of-calling
Cloak of the Sneaky Scoundrel,"This dark burgundy cloak shifts its hue and pattern to blend in against its surroundings, granting the wearer a +5 competence bonus on Stealth checks. The cloak holds a concealed scabbard in which a light blade (as defined in the fighter weapon group) can be hidden. The wearer can draw the blade as if from a normal scabbard, but anyone searching the wearer for the item must succeed at a DC 20 Perception check, as if he were looking for a secret door. If a swashbuckler is wearing the cloak, she can spend 1 panache point to vanish, as the spell.","6,400 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cloak-of-the-sneaky-scoundrel
Dragonbane Divination Sticks,"These eight rune-engraved dragon bones may be used as a divine focus for augury. They add 5% to the chance to successfully cast augury and divination. The bearer of the set gains a +3 luck bonus on one type of saving throw (Fortitude, Reflex, or Will), determined randomly each day. If a creature carries multiple sets of dragonbone divination sticks, all of them provide a bonus on the same saving throw.","6,400 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/dragonbane-divination-sticks?pli=1
Expedition Pavilion,"This ordinary-looking, windowless tent appears to cover only a 10-foot-by-10-foot area, but, inside, it measures a full 30 feet by 30 feet, with a large central area and three small “bedrooms” (separated by curtains) along the back wall. The interior can be lit on command, and can be adjusted from normal darkness as per the spell light. Occupants inside the tent cannot be seen, heard, or smelled by creatures outside. The temperature inside the expedition pavilion is 70° F if the exterior temperature is between 0° and 100° F. For every degree the exterior temperature is below 0° or above 100°, the interior temperature decreases or increases, respectively, by 1°. The pavilion also provides protection against the elements, such as rain, dust, and sandstorms. The pavilion withstands any wind of less than hurricane force, but a hurricane (75+ mph wind speed) or greater force destroys it. The pavilion can only be set up once per day, requiring 10 minutes to erect or dismantle. The tent cannot be dismantled while foreign objects are still inside, though if the pavilion is destroyed, any creatures and objects inside immediately spill out.","6,400 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/expedition-pavilion
Farglass,"This telescoping brass spyglass functions as a normal spyglass and allows clear vision to the horizon 3 miles away at sea level. From atop a typical crow's nest or 70-foot-tall tower like Tidewater Rock, this vision extends to over 10 miles. Once per day, the user of a farglass can activate a clairaudience/clairvoyance effect upon any location seen through the farglass's lens. As long as the location is kept in sight through the lens, the clairaudience/clairvoyance sensor can move with the location. This effect lasts for up to 5 minutes.","6,400 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/farglass
"Goggles, Treasure Hunter’s","These sturdy but plain goggles help the wearer locate secret doors and coins and identify treasure. While wearing these goggles, the wearer can use detect secret doors at will. The goggles do not aid in determining how secret doors are opened. Once per day on command, the wearer gains the ability to locate object as per the spell, but only to detect 100 or more coins in a small area, such as a backpack, chest, pouch, or sack. Three times per day, the wearer may use identify.","6,400 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/goggles-treasure-hunter-s
Headband of Deathless Devotion,"This white headband, often painted or embroidered with calligraphy or a stylized pictogram such as a sunburst, helps focus the wearer’s resolve and absolute determination to survive and succeed. The wearer gains a +2 morale bonus on stabilization checks and on saving throws against ongoing effects with recurring saves, such as diseases, poisons, or compulsions such as dominate person or hold person. If the wearer is a samurai, he treats his resolve ability as if he were two class levels higher.","6,400 ",1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/headband-of-deathless-devotion
Clockwork Arm,"The claw can be attached in place of the missing arm of any Medium humanoid to function as a replacement arm. This requires an hour-long installation surgery that must be performed by a character with 8 ranks in both Craft (clockwork) and Heal. The recipient must succeed at a DC 18 Fortitude save for the arm to properly attach, and takes 2 points of Constitution damage from the surgery in any case. If the arm is properly attached, the recipient can lift up to 1-1/2 his maximum load over his head, and gains a claw attack as a secondary attack that deals 1d6 points of damage (if nothing is held in that arm).","6,400 ",13,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/clockwork-arm
Clockwork Prosthesis,"A clockwork prosthesis is attached to the area where a limb once was—a prosthesis can't be added in addition to an already existing limb. Only humanoid creatures can equip themselves with clockwork prostheses, which must be installed by a trained prosthesis merchant. As a clockwork prosthesis is installed (a process that takes no less than 1 hour), the bearer must succeed at a DC 18 Fortitude save or the prosthesis doesn't take hold. Either way, the bearer takes 2 points of Constitution damage from the surgery. Clockwork prostheses commonly come in two types—arms and legs. [  ** Clockwork Arm: A clockwork arm allows its bearer to lift up to 1-1/2 times his maximum load over his head. A humanoid with two clockwork arms can lift up to twice his maximum load over his head. In addition, a clockwork arm allows its bearer to deal lethal damage rather than nonlethal damage with an unarmed strike and provides a +10 bonus to its bearer's CMD against attempts to disarm a weapon held in that hand. For the appropriate price, a clockwork arm can be enchanted with any weapon special ability so long as the ability can be applied to unarmed attacks; ** Clockwork Leg: A clockwork leg allows its bearer to lift up to 2-1/2 times his maximum load off the ground (instead of double). A humanoid with two clockwork legs can lift up to 3 times his maximum load off the ground and stagger around with it. In addition, each installed clockwork leg grants its bearer a +4 bonus to CMD against trip and bull rush attempts.  ] The clockwork prostheses detailed here are only the most common types of clockwork prostheses. Other, more specialized clockwork prostheses capable of transforming into firearms, pinning opponents, and even channeling magical energy are also rumored to exist.","6,400 ",13,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/clockwork-prosthesis
Necrograft (Leg),"A single necrograft leg allows its host to travel overland for 1-1/2 times longer than normal before needing to attempt Constitution checks to continue running or to avoid nonlethal damage from a forced march. A humanoid with two necrograft legs can travel overland twice as longer than normal before needing to attempt these same checks. In addition, each necrograft leg grants its host a +2 bonus to CMD against bull rush and overrun attempts and provides a 50% chance to ignore caltrops.","6,400 ",13,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/necrograft
"Shoes, Haunted","Two times per day, the wearer of these shoes can call forth 1d4 spirit servants to aid her. The spirit servants are invisible, mindless, shapeless beings that act as servants summoned by the unseen servant spell. The spirits return to the shoes after 3 hours have passed. The wearer can choose to dismiss one or more of the spirit servants early. Once per day, the wearer can command the ghostly spirits inside her haunted shoes to emerge and swirl around her, making her difficult to target in combat. The wearer gains concealment (20% miss chance) for 3 minutes. The spirits cannot be harmed, but a true seeing spell ignores the concealment effect. The concealment effect cannot be activated while any of the spirits are currently being used as unseen servants.","6,480 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/shoes-haunted
Crown of Blasting (Minor),"On command, this simple golden crown projects a blast of searing light (3d8 points of damage) once per day.","6,480 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/crown-of-blasting
Aspect Mask,"This leather mask is vaguely animalistic, and is inlaid with various primitive designs. Three times per day on command, the wearer gains the benefit of a single aspect of an animal attuned to the mask, as if by the hunter's animal focus class feature. Each mask is attuned to one type of animal from the animal focus list, chosen when the mask is created.","6,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/aspect-mask
Amulet of the True Form,This impeccable sapphire amulet is set with an immaculate pearl. An amulet of the true form is enchanted to ward off powers that would result in unwanted transformation. It grants its wearer a +2 resistance bonus on saving throws against polymorph effects and on a +4 resistance bonus on saving throws against unwilling lycanthropic transformation.,"6,500 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-true-form
Horn of Goodness/Evil,"This trumpet adapts itself to its owner, so it produces either a good or an evil effect depending on the owner's alignment. If the owner is neither good nor evil, the horn has no power whatsoever. If she is good, then blowing the horn has the effect of a magic circle against evil. If she is evil, then blowing the horn has the effect of a magic circle against good. In either case, this ward lasts for 1 hour. The horn can be blown once per day.","6,500 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/horn-of-goodness-evil
Horn of Plenty,"This hollowed-out horn comes in four varieties: a horn of plentiful goods, a horn of plentiful labor, a horn of plentiful influence, and a horn of plentiful magic. Each variety carries the same construction requirements but offers a different benefit. The horn’s type must be determined at creation and cannot later be changed. If the horn is random, roll a d4 to determine which type of horn it is. A horn of plenty may be blown once per week of downtime to improve the rate at which its bearer can exchange capital. On command, a horn of plentiful goods, labor, or influence allows a creature to trade any 2 points of a single type of capital in exchange for 1 point of either Goods, Labor, or Influence, as indicated by the item's name. (For instance, a horn of plentiful goods allows a creature to trade 2 points of any one kind of capital for 1 point of Goods.) This effect lasts for 1 day. If you are already trading two single types of capital for one other type of capital, at the GM’s discretion, blowing the horn allows you to trade on a 1-to-1 basis. A horn of plentiful magic acts similarly to the aforementioned horns, but instead allows a character to trade 3 points of either Goods, Labor, or Influence for 1 point of Magic.","6,500 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/horn-of-plenty
Instant Muzzle,"This ball of iron bands and hinges is about the size of a human fist. Three times per day, when thrown at a creature or space as a thrown weapon, the contraption opens up as it strikes a solid surface, taking the shape of a metal muzzle. If it hits the target, the muzzle immediately attaches itself to the face of any Large or smaller creature struck by the ball or any single Large or smaller creature in the 5-foot square so targeted. The muzzle harmlessly clatters to the ground and returns to ball form if it fails to strike a creature or no creature is present in the space in which it landed, and it does not return to its thrower. A creature muzzled with an instant muzzle cannot speak properly (if it was normally able to do so), and gains a 20% spell failure chance for any spell it attempts to cast with verbal components, and a 20% chance to incorrectly use a command word when activating a magic item. The muzzled creature cannot make bite attacks or even drink or eat properly. The muzzle has hardness 10 and 25 hit points. An instant muzzle remains attached to a creature for 4 rounds before detaching and returning to ball form, immediately teleporting back to the hand of the creature that originally threw the item.","6,500 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/instant-muzzle
Trumpet of Spirit Speaking,"This long, segmented cone is made of a lightweight metal and collapses into three sections. Although non-magical spirit trumpets are most often used by fraudulent mediums and manipulated with sleight of hand and ventriloquism, a trumpet of spirit speaking allows actual communication with the spirits of the deceased. Once per day, when its mouthpiece is placed to the lips of a mostly intact corpse, the user can ask up to three questions of the dead creature, as if the corpse were subject to a speak with dead spell. The corpse's replies to the questions issue forth from the horn in quiet, ghostly whispers.","6,500 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/trumpet-of-spirit-speaking
Stewards' Favor,"This palm-sized wooden badge is covered in intricate Druidic script. Occasionally given as a gift to those who aid the druids, a stewards' favor gives the wearer a +4 competence bonus on Handle Animal checks and increases the DC of any enchantment spells the wearer casts against animals by 2. If the token of favor is broken apart and added to boiling water, it becomes a nourishing porridge that feeds up to eight Medium creatures. This meal cures all ongoing sickness and nausea effects, and provides the benefits of neutralize poison and remove disease. In addition, for 24 hours after eating the porridge, subjects gain a +2 luck bonus on Will saves against fear.","6,550 ",11,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/stewards-favor
Naga-Scale Bindi,"This shining, jewel-like scale is usually worn on the forehead between the eyebrows, though a creature can affix the scale to any part of her body by pressing it to her skin and speaking its command word. Once affixed, the scale causes the creature to take on the attributes of a particular type of naga, chosen when the scale was created. Her skin becomes scaly, her eyes slitted and reptilian, her tongue forked, and her neck lengthens and distends until it resembles a cobra's hood. The creature gains a +4 bonus to her natural armor, darkvision 60 feet, and a poisonous bite attack that deals 1d4 points of damage (1d3 for a Small creature). Bite—injury; save Fort DC 19; frequency 1/round for 6 rounds; effect varies by the scale's naga type (see below); cure 1 save. Each scale also grants its wearer access to a special ability, as follows: Dark naga: The wearer gains a +8 bonus on saves made to resist any form of mind reading and a +2 bonus against charm effects. Poison effect: sleep for 1 round; Guardian naga: The wearer can spit venom up to 30 feet as a standard action. This is a ranged touch attack with no range increment. Opponents hit by this attack must make saves to avoid the poison's effect. Poison effect: 1d2 Con damage; Spirit naga: Once per minute, the wearer can attempt to charm a single creature within 30 feet, as the spell charm person (Will DC 19 negates). Poison effect: 1d4 Con damage; Lunar naga: Once per day, the wearer can spend a standard action to fascinate all creatures within 30 feet, as per the spell hypnotism (Will DC 19 negates). Poison effect: 1d3 Con and 1 Wis; Royal naga: Once per day, the wearer can attempt to blind or deafen a single creature within 30 feet, as the spell blindness/deafness (Will DC 19 negates). Poison effect: 1d6 bleed; Water naga: The wearer gains a swim speed equal to its base land speed, and can breathe water or air. Poison effect: 1 Con. The bindi's effects last for 11 minutes, or until the creature spends a standard action to return to her normal form. The bindi can be used twice before it loses its luster and becomes non-magical.","6,600 ",11,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/naga-scale-bindi
Bathing Basin,"This heavy bronze bowl, etched with outlines of waves, feels cool to the touch. Once per day as a standard action, the bowl can be commanded to grow in size and fill with 25 gallons of cool, fresh water. In its enlarged state, the basin can accommodate a Medium or smaller creature. The basin remains enlarged for 1 hour or until the user commands it to shrink. All water in the basin disappears when the item shrinks, and any creatures or objects that don't fit in the shrunken bowl are expelled into an adjacent square.","6,750 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bathing-basin
"Gem, Kitsune Star (3rd)","This magical jewel glows like faerie fire, shedding light as a candle. It acts as a pearl of power, except it only allows a kitsune to recover a spent use of a 3rd level spell-like ability.","6,750 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/kitsune-star-gem
"Monocle, Inquisitor’s","The thick glass lens of this golden-framed monocle is attached to the wearer by a weighty chain. This monocle helps draw out the truth of things, and was originally created to aid in the investigation of crimes and the questioning of witnesses. Twice per day on command, it can create a zone of truth, as per the spell. In addition, this monocle grants its wearer a +5 competence bonus on Sense Motive checks. Though it fits over only one of the wearer’s eyes, the item takes up the entire eyes slot.","6,800 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/monocle-inquisitor-s
"Ioun Stone, Thorny (Flawed)","The flawed version of a thorny ioun stone of any type functions as the normal version (+2 competence bonus), but the wearer also takes a –2 penalty to CMD against the corresponding type of combat maneuver check: [  Brown: trip attempts; Crimson: bull rush attempts; Orange: sunder attempts; Silver: overrun attempts; Teal: disarm attempts; Violet: grapple attempts  ]","6,900 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/ioun-stone-thorny
Truefaith Vestments,"This +1 chain shirt appears as a fine hooded robe made of silk of a color appropriate to the wearer's rank within his or her church as if it had the glamered special ability (it appears white when worn by anyone who doesn't follow the Living God). Used primarily as a means of appearing to be protected by the false god's power, the armor is treated as a +3 breastplate against attacks made by any enemy who has not seen through the illusion. Unlike with standard glamered armor, any creature that successfully hits the target with a melee weapon is considered to have interacted with the illusion, and can see the armor's true form with a successful DC 16 Will save.","6,950 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/truefaith-vestments
Bottle of Shadows,"This bottle is crafted from the darkest ebony. When opened and held upright, faint whispers can be heard emanating from the bottle's mouth. The bottle initially has 4 charges. When turned upside down, the bottle summons a shadow to do the bidding of the user, draining 1 charge each round of service. As a standard action, the bearer may dismiss the summoned shadow. If the shadow kills a humanoid creature of at least 4 HD, the bottle gains 1 charge. The bottle is automatically restored to 4 charges at sundown.","7,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bottle-of-shadows
Cape of Bravado,"This bright red garment bestows no benefit when worn on the shoulders, but when held in one hand while draped over the arm, the cape obscures its user's movements in combat. Used this way, the cape bestows a +1 insight bonus to AC and a +5 competence bonus on Bluff checks to feint in combat. Readying the cape in combat is a move action; if the wielder has a base attack bonus of +1 or higher, the wielder can ready the cape as a free action as part of movement. Once per day as an immediate action, a creature brandishing a cape of bravado may attempt to compel an opponent within 30 feet to attack him on its next turn (Will negates DC 11).","7,000 ",2,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cape-of-bravado
"Coat, Resplendent Uniform","This woolen long coat is typically worn over light armor by military commanders. A cavalier with the tactician ability may use that ability one additional time per day, and his tactician ability affects allies within 60 feet instead of 30 feet.","7,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/coat-resplendent-uniform
Headband of Intuition,"This headband gives its wearer the gift of foresight, effectively allowing her to determine whether or not a particular course of action will grant weal and/or woe. Three times per day the wearer of this headband can, as a standard action, gain information about a specified course of action as if using the augury spell, except that the wearer always gets a meaningful reply.","7,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/headband-of-intuition
"Kilt, Windwave Kilt","*Note* This item is associated with a specific deity. This kilt is made of thick woven strips of sea-green and sky-blue cloth decorated with tiny pearls and bits of coral along the beltline. The wearer gains a +3 competence bonus on Swim checks. When not worn, a windwave kilt floats on water like a dry log, automatically buoying upward any creature that weighs 100 pounds or less and aiding in flotation for heavier creatures. If the associated deity is the wearer's patron, once per day the wearer can use gaseous form. In this form, the wearer does not need to breathe and can enter water or other liquid, appearing as a mass of fine bubbles and gaining the ability to swim at a speed of 10 feet. The wearer can also drink salt water as if it were fresh water.","7,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/kilt-windwave-kilt
