Name,Description,Price,CL,Strength,URL
Cape of the Mountebank,"Once per day on command, this bright red and gold cape allows the wearer to use the magic of the dimension door spell. When he disappears, he leaves behind a cloud of harmless gray smoke, appearing in a similar fashion at his destination.","10,800 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cape-of-the-mountebank
"Band, Hunter’s","This simple headband of braided hide grants a +5 competence bonus on Survival checks and inures the wearer to the strain of long travel, as the tireless pursuit spell. If the wearer is a ranger, the hunter’s band increases his favored enemy bonus on attack rolls by +1 for all his favored enemies. If the ranger has the hunter’s bond (companions) class feature, this increase also applies to the attack roll bonus his allies gain from that ability.","11,000 ",4,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/band-hunter-s
"Belt, Minotaur","This belt grants its wearer a +2 enhancement bonus to Strength, and the ability to ignore difficult terrain while charging or making an overrun, bull rush, or trample attempt. Treat the enhancement bonus to Strength as a temporary ability bonus for the first 24 hours the belt is worn.","11,000 ",4,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/belt-minotaur
Cloak of Flash and Shadow,"Designed to meet the dual needs of the elite -- glamour and subtlety -- the cloak of flash and shadow is a magic reversible cloak. When worn one way, the cloak shimmers with heavy gold and silver embroidery against richly colored silk, and grants you a +2 enhancement bonus to Charisma. When worn inside-out, the matte-black lining seems to absorb light, cloaking you in shadow and giving you a +2 competence bonus on Stealth checks. In this configuration you can cast blur three times per day. Reversing the cloak's position is a standard action and requires at least one free hand.","11,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cloak-of-flash-and-shadow
Pull-Ring of Scent,"This dull brass ring is typically placed in the nose or muzzle, or elsewhere on the head of an animal, and is used to attach a lead rope or bridle. The wearer (and its rider, if any) gives off no scent and cannot be tracked or located by scent. In addition, it gains the scent ability within 30 feet; if the wearer already possesses scent, the range for this sense increases by 30 feet (to a maximum of 60 feet).","11,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/pull-ring-of-scent
Phylactery of Negative Channeling,"This item is a boon to any character able to channel negative energy, increasing the amount of damage dealt to living creatures by +2d6. This also increases the amount of damage healed by undead creatures.","11,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/phylactery-of-negative-channeling
Phylactery of Positive Channeling,This item allows channelers of positive energy to increase the amount of damage dealt to undead creatures by +2d6. This also increases the amount of damage healed by living creatures.,"11,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/phylactery-of-positive-channeling
"Robe, Blazing","This red and orange silk robe gives viewers the impression of a flame roiling just below the fabric’s slick surface. The robe grants the wearer fire resistance 5 and increases the wearer’s caster level for all spells with the fire descriptor by +1. Once per day on command, the wearer of the robe can emit a 20-foot-radius burst of fire. Creatures other than the wearer within the area take 2d6 points of fire damage (Reflex DC 16 half).","11,000 ",8,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-blazing
"Robe, Shocking","This violet and yellow silk robe gives the impression of electricity crackling over its surface. The robe grants the wearer electricity resistance 5 and increases the wearer’s caster level for all spells with the electricity descriptor by +1. Once per day on command, the wearer of the robe can emit a 20-foot-radius burst of electricity. Creatures other than the wearer within the area take 2d6 points of electricity damage (Reflex DC 16 half).","11,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-shocking
"Robe, Voidfrost","This blue and white silk robe gives the impression of ice and frozen fog forming over its surface. The robe grants the wearer cold resistance 5 and increases the wearer’s caster level for all spells with the cold descriptor by +1. Once per day on command, the wearer of the robe can emit a 20-foot-radius burst of cold. Creatures other than the wearer within the area take 2d6 points of cold damage (Reflex DC 16 half).","11,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-voidfrost
Summoner Slayer Eyes,"These golden-white lenses rest in crystal frames that fit comfortably over the eyes. Any creatures conjured by summon monster or a similar spell in the wearer's field of vision appear to the wearer as though they were surrounded by a shimmering, purple glow. The wearer sees non-native creatures that have been called by other forms of magic (such as planar ally or gate) outlined in a blue glow. This affects only creatures of which the wearer is already aware. It doesn't bypass concealment or stealth, nor does it work if the target is under the effect of an illusion spell that the wearer hasn't seen through. Once per day when the wearer hits a summoned or called creature with a weapon, the wearer can concentrate on that target, attempting to banish it back to its place of origin. This is treated as a dismissal spell targeting the creature, which must succeed at a DC 16 Will save or be sent back to its home plane.","11,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/summoner-slayer-eyes
"Belt, Plague Rat (Greater)","This belt functions as a plague rat belt, except it grants the wearer a +2 enhancement bonus to Dexterity and Constitution. Treat this as a temporary ability bonus for the first 24 hours the belt is worn.","11,200 ",8,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/belt-plague-rat
"Shadow Piercings, Suspension (Greater)",These piercings are popular among fetishists who hang themselves from hooks attached to their skin.,"11,200 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/shadow-piercings
Fate-Reader's Lenses,"Fate-reader's lenses consist of two specially crafted harrow decks. The decks sport a stylized image of an eye on the back of each card—one deck's eyes are red, and the deck's eyes are blue. Each card in the red deck is linked to its corresponding card in the blue deck. The owner can peer through the eyes of any card from the red deck to see whatever is in front of the corresponding blue-eyed card, as if using enter image. The owner can peer through any red card at will; drawing a random card and peering through it is a standard action, while going through the deck and selecting a specific card is a full-round action. If the corresponding blue card is still shuffled in with the rest of the blue deck, it is automatically moved to the top of that deck, ready to be drawn by whoever bears it. Once a blue card is drawn, it can be placed on a creature's person with a successful Sleight of Hand check or stuck to any sturdy flat surface, where it remains until moved again by either you or another creature. Only a single pair of cards can have a visual link between them at any time, and placing a red card at the bottom of its deck causes the eye on the matching blue card to close, ending the visual link until the red card is peered through again. While the blue cards can be meted out and separated however the owner desires, the red cards lose their magic if separated from the red-eyed harrow deck for more than 10 minutes. If a blue card or a red card is destroyed, the matching card of the opposite deck loses its magic.","11,250 ",5,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/fate-reader-s-lenses
Nose Ring of Unearthly Scent,"This item allows its wearer to smell curses as an unearthly odor with traces of brimstone and iron. As a standard action, the wearer can bring its nose near an object or creature and sniff the target to glean information as if using detect magic, except this effect only detects curses and cursed items. The wearer must concentrate as normal to learn all possible information about the object or creature in question. nce per day as a standard action, the wearer can sniff the air for signs of danger while considering a specific course of action to gain an effect similar to augury. The perceived smell of a favorite food indicates “weal” and the smell of death indicates “woe.”","11,475 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/nose-ring-of-unearthly-scent
Bracers of the Avenging Knight,"These silver bracers are polished to a mirrored sheen, but otherwise shift their appearance to match whatever suit of armor they are worn with. If the wearer has levels in a class that grants a smite ability (such as a paladin, or a cleric with the Destruction domain), her smite damage is treated as though she were a member of that class four levels higher. If the wearer is not a member of such a class, once per day she may make one smite attack, gaining a bonus on the attack roll equal to her Charisma bonus, and a +5 bonus to the damage roll on a hit.","11,500 ",8,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bracers-of-the-avenging-knight
Gauntlet of Rust (Lesser),"This single metal gauntlet looks rusted and pitted but is actually quite powerful. Once per day, it can affect an object as with the rusting grasp spell. It also completely protects the wearer and her gear from rust (magical or otherwise), including the attack of a rust monster.","11,500 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gauntlet-of-rust
Amulet of Euphoric Healing,"While worn, the magical liquid within the amulet tinges the user's healing magic with a wash of ecstasy that acts as a magical drug, making the recipient of the healing more susceptible to mental manipulation by the wearer of the amulet. Anytime the wearer casts a healing spell or uses a spell-like ability on a single target, the recipient of the magical healing additionally must succeed at a DC 13 Fortitude save or become addicted to the wearer's healing spells. The wearer can suppress this effect by shielding the amulet from view with a hand or held item as a free action.","12,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-euphoric-healing
Belt of Equilibrium,"As long as this belt’s wearer doesn’t move more than 5 feet during her turn, she ignores the penalties for being fatigued, shaken, or sickened until the end of her next turn or until she moves more than 5 feet, whichever occurs first. While she does not take any of the penalties of those conditions, she is considered to be under the effect of those conditions until they end or are removed.","12,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/belt-of-equilibrium
"Boots, Verdant","The wearer of these boots can, on command three times per day, cause her current square to sprout a thick canopy of fruit-bearing or otherwise edible plants. These plants count as difficult terrain and grant cover to any Medium or smaller creature within the square. They also provide enough food to sustain two Medium creatures for 1 full day. While the plants can grow on surfaces that would not normally support vegetation such as a wooden floor or cave stone, they cannot sprout on surfaces explicitly hostile to vegetation. The plants are usually of a sort common to the terrain or climate of the area in which they were produced. They disappear after 24 hours or when completely harvested, whichever comes first.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/boots-verdant
"Eye Patch, Mariner's","This pirate's eye patch typically features at least one jewel set into a leather patch. Upon uttering a command word as a standard action, the eye patch allows the wearer to use the following abilities once per day each: comprehend languages, scorching ray, and see invisibility.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/eye-patch-mariner-s
"Eye, Veiled","This banded agate attaches itself to its wearer’s forehead and then, blinking and focusing, begins to act as an additional eye. When worn, the veiled eye has the same vision as the wearer (such as low-light vision, darkvision 60 ft., or the oracle’s clouded vision curse). It grants the wearer no particular advantages so long as his original eyes continue to function normally. However, should his original eyes stop working, whether because of the wearer becoming blinded or even his own decision to close them, he can see through the veiled eye instead. When the wearer is using the veiled eye as his only vision source, he takes a —2 penalty on ranged attack rolls but gains a +2 insight bonus on saves against gaze attacks.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/eye-veiled
Goggles of Night,"The lenses of this item are made of violet crystal. Even though the lenses are opaque, when placed over the eyes of the wearer, they enable him to see normally and also grant him 60-foot darkvision. Both lenses must be worn for the magic to be effective.","12,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/goggles-of-night
Hat of Disguise (Greater),"Like a hat of disguise, this garment allows its wearer to alter her appearance. It functions as an alter self spell (as opposed to disguise self). The hat becomes a part of the disguise and can be a hat, a helmet, a headscarf, and so forth.","12,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/hat-of-disguise
Horsemaster's Saddle,"This ornate military saddle, tooled with an elaborate equine motif, grants the mount a +5 competence bonus on Acrobatics checks and the mount's rider a +5 competence bonus on Ride checks. In addition, the mount gains the benefits of any teamwork feats possessed by the rider.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/horsemaster-s-saddle
"Jacket, Poisoner’s (Lesser)","Three times per day, the wearer of this dark jacket can create a vial containing one dose of any poison from the Core Rulebook that costs 300 gp or less. The jacket’s poison always looks like a murky amber fluid. This poison becomes inert after 1 hour.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/jacket-poisoner-s
Lantern of Concealment,"This black lamp has a wooden frame wrapped with a cover made from white linen, on which are drawn numerous spidery runes and constellations. While lit, a lantern of concealment creates a hide campsite effect in a 20-foot cube centered on the lantern that lasts for 10 hours. This effect moves with the lantern, but only functions while the lantern is stationary. If the lantern is moved while its concealment effect is active, it must take 10 minutes to adjust to its new location before continuing the hide campsite effect. A lantern of concealment can only be used in this way once per day.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/lantern-of-concealment
Lenses of Darkness,"Crafted from a dark-colored crystalline material and infused with magical darkness, these lenses fit over the wearer's eyes. When worn by a creature with light sensitivity or light blindness, these lenses protect the wearer against the effect of sunlight, the daylight spell, or similar light effects. Both lenses must be worn for the magic to be effective.","12,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/lenses-of-darkness
Lenses of Figment Piercing,"When the wearer first sees an illusion effect with the figment subschool with a visual element, and that figment allows a saving throw, she can immediately make any allowed saving throw to realize the image is illusory instead of waiting to interact with it. This has no effect on illusions of other subschools or on illusions that do not normally allow a saving throw. If the wearer fails to disbelieve the illusion and later interacts with it in such a way as to qualify normally for a saving throw to disbelieve, she gains a +4 competence bonus on this saving throw.","12,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/lenses-of-figment-piercing
Medallion of Thoughts,"This appears to be a normal pendant disk hung from a neck chain. Usually fashioned from bronze, copper, or silver, the medallion allows the wearer to read the thoughts of others, as with the spell detect thoughts.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/medallion-of-thoughts
Periapt of Protection from Curses,"This amethyst stone strung on a coarse iron chain protects the wearer from curses. Three times per day, whenever the wearer rolls a saving throw against a curse (such as a witch’s hex, or a bestow curse spell), he may reroll the saving throw as an immediate action. The wearer must decide to use this ability before the results of the saving throw are revealed. He must take the second roll, even if it is worse.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/periapt-of-protection-from-curses
Pipes of Dissolution,"Carvings of winter scenes decorate this set of pan pipes. Activating the pipes requires a DC 15 Perform (wind instruments) check. Creatures within 30 feet gain a +2 competence bonus on caster level checks to dispel magical effects and overcome spell resistance. Maintaining the performance is challenging, requiring a move action and a new Perform check each round, with the DC increasing by +1 for each round the instrument is played. The magic ends when the player voluntarily stops or fails the Perform check, after which the pipes cannot be used again for 1 hour.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/pipes-of-dissolution
Radiant Panel,"This small glass cube bears shallow indents carved into each side. Pressing an indentation as a standard action creates a thin sheet of hard light that is 5 feet wide. The sheet covers one edge of a 5-foot square, chosen at activation. While active, the sheet blocks attacks as if it is a solid wall, granting total cover against attacks and spells that pass through this edge. The sheet has hardness 10 and 30 hp. Force effects bypass this sheet, acting normally. The edge chosen can even be a horizontal one, creating a platform that can hold 500 pounds of weight. Once active, the cube anchors itself in place, preventing the sheet from moving. Moving the cube while it is active requires a successful DC 22 Strength check. If the cube moves or if more than 500 pounds of weight is added to the sheet, the sheet shatters, requiring another activation to create a new sheet. Light sheets created by the cube remain for 1 minute and a cube can create up to 5 sheets per day. A sheet can be dismissed as a standard action, expending the full use of that sheet.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/radiant-panel
Talisman of the Orc Mother's Fury,"This small statuette — carved from the tusk of a dire boar, chunks of twisted metal, or some manner of dark stone — is a simplistic depiction of a pregnant deity, fiend, or orc. Dark stains mark the face of the crude icon, typically smears of a fallen orc’s blood. A simple strand of leather affixes the amulet around the neck. The figurine allows the wearer to act normally for a single round after being reduced to less than 0 hit points, as though he had the orc ferocity half-orc racial ability. A wearer with orc blood is instead treated as though he had the Diehard feat. If the wearer is of orc blood and already has the Diehard feat, he may act normally for an additional round after being reduced to below 0 hit points. Whenever the wearer of the talisman is reduced to less than 0 hit points, the amulet weeps tears of blood. Should the wearer be slain, the talisman screams and shatters.","12,000 ",4,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/talisman-of-the-orc-mother-s-fury
"Tattoo, Animal Totem","An animal totem tattoo is dedicated to a specific animal totem. The bearer gains the totem transformation ability of a 5th-level druid with the corresponding animal shaman archetype (ape, bat, bear, boar, dragon, eagle, lion, saurian, serpent, shark, or wolf). If the bearer already has the corresponding totem transformation as a class ability, she is instead treated as a druid of 5 levels higher for the purposes of this ability.","12,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/tattoo-animal-totem
"Tools, Amazing Tools of Manufacture","Tools of this type always appear to be of the highest quality and wrought of the finest materials, most often mithral, darkwood, and adamantine. In the hands of a casual wielder, these items simply appear to be magically enhanced masterwork tools for a specific Craft skill (determined randomly), granting a +4 circumstance bonuson such skill checks. However, in the hands of a craftsman with 6 or more ranks in the selected Craft skill, the greater power of the amazing tools of manufacture becomes apparent. The wielder may use the tools to create items using the Craft skill much more surely and quickly. The wielder may take raw materials with a value equal to half the price of an object to be crafted, and produce a finished object in as little as 1 hour for an item with a final cost of 2,000 gp or less. For objects with a final cost of more than 2,000 gp, the wielder can perform 2,000 gp worth of work in a single hour, but only once each day. Only a single skill check is required to successfully complete the item, made on the last day of crafting and gaining the +4 circumstance bonus granted by the tools.","12,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/tools-amazing-tools-of-manufacture
"Tunic, Shadowbond","This black linen tunic has simple brass buttons. Once per day, the wielder can attune the garment to one ally by standing for 1 minute in a position in which both the wielder’s and his ally’s shadows overlap. For the next 24 hours, whenever the wielder is adjacent to that ally and that ally takes damage, the wielder can sacrifice up to 10 hit points to prevent an equal amount of damage done to the ally. This damage cannot be reduced or redirected, and if the wielder is incapable of sacrificing hit points, the damage to the ally cannot be prevented. If the vest is removed before its duration ends, the connection between the wielder and ally is lost and the vest is powerless until 24 hours have passed since its last attunement.","12,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/tunic-shadowbond
Amulet of Channeled Life,"This amulet consists of a pale translucent gem in a dull gray metal setting etched with ancient runes. When worn by an individual with the negative energy affinity racial trait, it alters the effects of positive energy on his body. When targeted by positive energy that heals living creatures, the wearer instead gains half the hit points the positive energy heals as temporary hit points. These temporary hit points go away after 10 minutes. This effect does not stack with life channel or other effects that convert healing positive energy to temporary hit points. This item does not actually transpose positive energy into negative energy, it just affects the way the wearer's body reacts to positive energy. Only a living creature can benefit from this amulet; it provides no benefit to undead.","12,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-channeled-life
Amulet of the Blooded (Abyssal),"Each different type of amulet of the blooded grants its wearer powers from one sorcerer bloodline, but makes him vulnerable to attacks and effects that target creatures with the appropriate bloodline (such as a blood-hunting weapon). If a creature that already has the associated bloodline wears the amulet, the wearer does not gain the abilities listed below; instead, the effective level of his bloodline powers increases by 2. This effect does not stack with other abilities that increase the effective level of bloodline powers. [  Abyssal: This amulet is a chunk of bright red garnet in which fire seems to dance when light plays across its surface. It hangs from a chain of brass. The wearer gains electricity resistance 5 and a +2 bonus on saving throws against poison. In addition, the wearer can grow claws as a free action. The claws are treated as natural weapons, and allows the wearer to make two claw attacks as a full attack action using his full base attack bonus. The claws deal 1d4 points of damage each (1d3 if the wearer is Small) plus the wearer's Strength modifier.  ]","12,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-blooded
Amulet of the Blooded (Accursed),"Each different type of amulet of the blooded grants its wearer powers from one sorcerer bloodline, but makes him vulnerable to attacks and effects that target creatures with the appropriate bloodline (such as a blood-hunting weapon). If a creature that already has the associated bloodline wears the amulet, the wearer does not gain the abilities listed below; instead, the effective level of his bloodline powers increases by 2. This effect does not stack with other abilities that increase the effective level of bloodline powers. [  Accursed: This swirling green malachite hangs from a chain of oxidized copper. Sinister, unblinking eyes are etched upon its surface. The wearer gains a +2 bonus on saving throws against charm, cold, fear, fire, and sleep effects. Three times per day as a standard action, the wearer can fix his gaze on any one creature within 60 feet. The target becomes staggered for 4 rounds unless it succeeds at a Will saving throw (DC 18). Only one target can be affected by the wearer's gaze at a time; if the wearer attempts to stagger a new opponent, the previous target immediately recovers whether the new attempt is successful or not.  ]","12,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-blooded
Amulet of the Blooded (Celestial),"Each different type of amulet of the blooded grants its wearer powers from one sorcerer bloodline, but makes him vulnerable to attacks and effects that target creatures with the appropriate bloodline (such as a blood-hunting weapon). If a creature that already has the associated bloodline wears the amulet, the wearer does not gain the abilities listed below; instead, the effective level of his bloodline powers increases by 2. This effect does not stack with other abilities that increase the effective level of bloodline powers. [  Celestial: This large, polished opal hangs from a chain of smoky gray steel. The wearer gains acid resistance 5 and cold resistance 5. Three times per day as a standard action, the wearer can unleash a ray of heavenly fire as a ranged touch attack, targeting any foe within 30 feet. Against evil creatures, the ray deals 1d4+4 points of damage. The damage is divine and not subject to energy resistance or immunity. The ray heals good creatures of 1d4+4 points of damage, but a good creature cannot benefit from the heavenly fire more than once per day. Neutral creatures are unaffected by the ray.  ]","12,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-blooded
Amulet of the Blooded (Draconic),"Each different type of amulet of the blooded grants its wearer powers from one sorcerer bloodline, but makes him vulnerable to attacks and effects that target creatures with the appropriate bloodline (such as a blood-hunting weapon). If a creature that already has the associated bloodline wears the amulet, the wearer does not gain the abilities listed below; instead, the effective level of his bloodline powers increases by 2. This effect does not stack with other abilities that increase the effective level of bloodline powers. [  Draconic: This amulet comes in a variety of minerals depending on its powers, as shown in the table below, and is formed into the shape of a dragon's scale. The wearer gains resistance 5 against the energy type shown in the table, as well as a +1 natural armor bonus to AC. Once per day as a standard action, the wearer can produce a breath weapon. This breath weapon deals 4d6 points of damage of the energy type and shape listed (Reflex DC 13 half). ** [ (d%) - (Material) - (Energy Type) - (Breath Shape): 01–25 - Malachite - Acid - 60-foot line; 26–50 - Azurite - Electricity - 60-foot line; 51–75 - Red Agate - Fire - 30-foot cone; 76–100 - Calcite - Cold - 30-foot cone] ]","12,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-blooded
Amulet of the Blooded (Elemental),"Each different type of amulet of the blooded grants its wearer powers from one sorcerer bloodline, but makes him vulnerable to attacks and effects that target creatures with the appropriate bloodline (such as a blood-hunting weapon). If a creature that already has the associated bloodline wears the amulet, the wearer does not gain the abilities listed below; instead, the effective level of his bloodline powers increases by 2. This effect does not stack with other abilities that increase the effective level of bloodline powers. [  Elemental: This amulet comes in a variety of minerals depending on its powers, as shown in the table below. The wearer gains resistance 5 against the energy type shown in the table. Once per day as a standard action, the wearer can unleash a blast of elemental power. This 20-foot-radius burst deals 4d6 points of damage (Reflex DC 14 half) of the energy type listed. Creatures that fail their saves gain vulnerability to the energy type until the end of the wearer's next turn. [ (d%) - (Material) - (Energy Type): 01–25 - Anhydrite - Electricity; 26–50 - Hematite - Acid; 51–75 - Beryl - Fire; 76–100 - Forsterite - Cold] ]","12,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-blooded
Amulet of the Blooded (Infernal),"Each different type of amulet of the blooded grants its wearer powers from one sorcerer bloodline, but makes him vulnerable to attacks and effects that target creatures with the appropriate bloodline (such as a blood-hunting weapon). If a creature that already has the associated bloodline wears the amulet, the wearer does not gain the abilities listed below; instead, the effective level of his bloodline powers increases by 2. This effect does not stack with other abilities that increase the effective level of bloodline powers. [  Infernal: This chunk of black marble hangs from a chain of brass. The wearer gains fire resistance 5 and a +2 bonus on saving throws against poison. Three times per day the wearer can make a melee touch attack to cause a creature to become shaken for 4 rounds. Multiple touches do not stack, but do add to the duration.  ]","12,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-blooded
Amulet of the Blooded (Undead),"Each different type of amulet of the blooded grants its wearer powers from one sorcerer bloodline, but makes him vulnerable to attacks and effects that target creatures with the appropriate bloodline (such as a blood-hunting weapon). If a creature that already has the associated bloodline wears the amulet, the wearer does not gain the abilities listed below; instead, the effective level of his bloodline powers increases by 2. This effect does not stack with other abilities that increase the effective level of bloodline powers. [  Undead: This chunk of petrified bone dangles from a silver chain. The wearer gains cold resistance 5 and DR 5/— against nonlethal damage. Three times per day the wearer can make a melee touch attack to cause a creature to become shaken for 4 rounds. Touching a creature that is already shaken causes it to become frightened for 1 round if it has fewer than 8 Hit Dice.  ]","12,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-blooded
Amulet of the Spirits (Battle),"Each different type of amulet of the spirit grants its wearer powers from one type of shaman spirit bond, but makes her vulnerable to attacks and effects that target creatures with that spirit bond (such as a spirit-hunting weapon). If a creature that already has the associated mystery or spirit wears the amulet, that wearer does not gain the abilities listed below; instead, the effective level of her mystery or spirit powers increases by 2. This effect does not stack with other abilities that increase the effective level of mystery or spirit powers. [  Battle: This amulet is shaped like a tiny dagger that hangs point down. Once per day as a swift action, the wearer can activate a battle ward, which grants her a +3 deflection bonus to AC. Each time she is attacked, the deflection bonus is reduced by 1 (whether the attack succeeds or not) until the ward fades away when the bonus reaches +0. In addition, once per day as a swift action the wearer can curse a creature within 30 feet, making it take more damage from bleed effects and causing its wounds to heal at a slower rate. When the cursed creature takes bleed damage, it takes 1 additional point of bleed damage (even if the bleed is ability damage). Furthermore, when the target is subject to an effect that would restore its hit points, that effect restores only half the normal amount of hit points. This curse lasts for 8 rounds.  ]","12,000 ",8,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-spirits
Amulet of the Spirits (Bones),"Each different type of amulet of the spirit grants its wearer powers from one type of shaman spirit bond, but makes her vulnerable to attacks and effects that target creatures with that spirit bond (such as a spirit-hunting weapon). If a creature that already has the associated mystery or spirit wears the amulet, that wearer does not gain the abilities listed below; instead, the effective level of her mystery or spirit powers increases by 2. This effect does not stack with other abilities that increase the effective level of mystery or spirit powers. [  Bones: This amulet is a necklace made of petrified bones. Once per day as a swift action, the wearer can activate a bone ward, which causes a group of flying bones to encircle her, granting her a +2 deflection bonus to AC for 8 rounds. In addition, once per day as a swift action the wearer can target a creature within 30 feet, causing it to become frightened for 1 round (Will DC 13 negates).  ]","12,000 ",8,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-spirits
Amulet of the Spirits (Life),"Each different type of amulet of the spirit grants its wearer powers from one type of shaman spirit bond, but makes her vulnerable to attacks and effects that target creatures with that spirit bond (such as a spirit-hunting weapon). If a creature that already has the associated mystery or spirit wears the amulet, that wearer does not gain the abilities listed below; instead, the effective level of her mystery or spirit powers increases by 2. This effect does not stack with other abilities that increase the effective level of mystery or spirit powers. [  Life: This amulet is formed from a petrified robin's egg strung on a simple thong of woven hair. The wearer becomes more receptive to healing magic, regaining an additional 1d6 hit points from any cure spell cast upon her. In addition, once per day as a standard action, the wearer can cut off any single creature within 30 feet from all forms of magical healing and effects that remove conditions. A DC 13 Will saving throw negates this effect, which otherwise lasts for 1 minute.  ]","12,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-the-spirits
"Belt, Feller's","A creature wearing a feller's belt gains +4 bonus on combat maneuver checks to sunder wooden objects, ignores any hardness possessed by wooden objects, and bypasses the damage reduction of any creatures of the plant or fey type. A creature wearing a feller's belt for over 24 hours doubles the critical threat range of any held axe, as though that weapon possessed the keen weapon special ability. This benefit lasts for as long as the belt is worn, and doesn't stack with any other effects that expand the critical threat range of a weapon (such as keen edge or the Improved Critical feat).","12,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/belt-feller-s
