Name,Description,Price,CL,Strength,URL
"Feather Token, Campsite","Each of these items is a small feather that has a power to suit a special need. The kinds of tokens are described below. Each token is usable once. a particular feather token has no specific features to identify it unless its magic aura is viewed—even tokens with identical powers can be wildly different in appearance. // This feather token can be used only once. It creates a fully functional campsite, including a tent suitable to house six Medium creatures, a campfire with enough dry wood to burn for 24 hours, a modest wooden table with two benches suitable to seat three people each, and a hitching post for up to six steeds. The campsite remains for up to 24 hours before disappearing, leaving no trace except footsteps and refuse left behind by those using the site.",500 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/feather-token/feather-token-campsite
"Feather Token, Ram",Each of these items is a small feather that has a power to suit a special need. The kinds of tokens are described below. Each token is usable once. a particular feather token has no specific features to identify it unless its magic aura is viewed—even tokens with identical powers can be wildly different in appearance. // This token creates a Huge ram. The ram disappears after 24 hours.,500 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/feather-token/ram-feather-token
"Feather Token, Whip","Each of these items is a small feather that has a power to suit a special need. The kinds of tokens are described below. Each token is usable once. a particular feather token has no specific features to identify it unless its magic aura is viewed—even tokens with identical powers can be wildly different in appearance. // A token that forms into a huge leather whip and wields itself against any opponent desired just like a dancing weapon. The weapon has a +10 base attack bonus, does 1d6+1 points of nonlethal damage, has a +1 enhancement bonus on attack and damage rolls, and a makes a free grapple attack (with a +15 bonus on its combat maneuver checks) if it hits. The whip lasts no longer than 1 hour.",500 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/feather-token/whip-token
"Ioun Stone, Agate Ellipsoid (Cracked)",This stone grants you a single use of augury with an 80% success rate. It otherwise functions as a normal agate ellipsoid ioun stone.,500 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/agate-ellipsoid
"Ioun Stone, Dusty Rose Prism (Cracked)",This stone grants a +1 competence bonus on initiative checks.,500 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/dusty-rose-prism-ioun-stone
Seer's Tea,"This rich tea can be made from any number of herbs. When the tea is brewed without a filter and imbibed, the drinker can read the patterns in the leaves remaining at the bottom of her cup, gaining the benefits of an augury spell. Additionally, the unbrewed tea can be used as an extra material component when casting augury, removing the need for a focus. In this case, the caster instead reveals information as if she had cast divination instead.",550 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/seer-s-tea
Arrow Magnet,"This tiny silver cube is activated by throwing it at an intersection of squares within 50 feet. The cube hovers 5 feet above the ground at that location for the next 5 rounds. Any small projectile or thrown weapon (such as arrows, shuriken, vials, and bullets) that passes through the squares adjacent to the cube automatically turn in midair to hit the cube (no attack roll needed) instead of their intended target. The cube has 5 hit points and hardness 8. If the arrow magnet is touched by a creature or reduced to 0 hit points or less, it falls to the ground and is destroyed.",600 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/arrow-magnet
"Book, Dream Journal of the Pallid Seer","This battered, leather-bound book looks like an aged and heavily worn notebook. Anyone reading the journal for an hour or more has strange dreams the following night, the details of which he cannot remember. The following day the character is fatigued. Reading the journal for a total of 24 hours or more causes the reader to have a prophetic dream wherein he sees his own death — though, as before, he cannot remember the details. If a character who has had this vision comes near death at any point afterward, at the moment he is about to die he may reroll any failed saving throw made within the last round or force an opponent to reroll a killing attack. The character must accept the result of the second roll, regardless of its outcome. Once a character has had the opportunity to avert death, regardless of its success or failure, the journal provides no more benefit and never aids the character again. The Dream Journal of the Pallid Seer is affected by a permanent magic aura that makes it appear to be nonmagical.",600 ,3,Faint,
Dust of Darkness,"This shimmering black dust causes one creature to be coated in a layer of darkness for 1 minute. In normal light, the creature gains concealment (20% miss chance). In dim light, the creature gains total concealment (50% miss chance). It has no effect in areas of bright light or darkness (though in bright light, a viewer can make a DC 20 Perception check to notice the target is slightly shadowed). Creatures with darkvision see through the dust's darkness as if it were normal darkness. The dust dispels and counters the outlining effects of glitterdust, but doesn't affect the spell's blinding effects. Glitterdust dispels and counters the effects of the dust of darkness.",600 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/dust-of-darkness
"Dust, Evidentiary","This light, shimmery blue powder is typically kept in a silk satchel with hemp drawstrings. When tossed into the air, the dust can cover a chamber with up to 100 square feet of floor space, and illuminates all footprints made within that space in the last 24 hours. Illuminated footprints glow softly for 1 hour after the dust is sprinkled and grant a +20 circumstance bonus on Survival checks to follow the tracks. A handful of dust sprinkled along a trail or road illuminates footprints in the same way, and can span as much as 250 feet. Evidentiary dust cannot reveal footprints of creatures that hid their trail via effects such as dust of tracelessness or a druid's trackless step.",600 ,4,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/evidentiary-dust
"Dust, Storyteller's","This dust is kept in gaudy bags, but is a simple white powder. When thrown into a fire, it conjures a visible theater of the mind (as minor image) within a 10-foot cube above the flames. The user can manipulate this illusion, which lasts for 2 hours or until the user banishes the scene. The user gains a +2 bonus on all Performance checks to tell a story using the image created by the dust.",600 ,2,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/dust-storyteller-s
Abjurant Salt,"Carried in a tube of beaten silver, this rough-ground salt is a powerful defense against evil conjurers. As a full-round action that provokes attacks of opportunity, the salt can be poured in a circle with a diameter of 5 feet or a straight line up to 15 feet long. While the line of salt remains unbroken and undisturbed, evil summoned or called creatures cannot physically cross it or interfere with it. These creatures can continue to make ranged or magical attacks over the line. Any other creature may disturb the line simply by scuffing it. The effects of the salt last as long as the line remains unbroken. Once laid, the salt cannot be recollected.",600 ,9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/abjurant-salt
Transport Token,This small token is a thumb-sized cylinder of unbreakable greenish glass. A transport token allows the bearer to use the transport function of a local dungeon. The bearer can teleport to a level only if she knows and speaks its identifying rune.,600 ,7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/transport-token
"Feather Token, Tar and Feathers",Each of these items is a small feather that has a power to suit a special need. The kinds of tokens are described below. Each token is usable once. a particular feather token has no specific features to identify it unless its magic aura is viewed—even tokens with identical powers can be wildly different in appearance. // This token can be directed to float to any point within 60 feet and then burst into a mass of sticky white feathers that adheres to all creatures in a 10-foot radius. The clinging feathers affect creatures in the area as a glitterdust spell.,600 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/feather-token/tar-and-feathers-token
"Ioun Stone, Tourmaline Sphere (Flawed)","This stone functions as a normal tourmaline sphere ioun stone, but you take a –1 penalty on Constitution checks to stabilize when dying.",600 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/tourmaline-sphere
Poison Popcushion,"This squishy, gel-filled sack is the size of a fist, and its exterior is covered with countless tiny metal studs. When set on the ground or somewhere else within line of sight, a poison popcushion can be targeted with a melee or ranged attack (hardness 0, AC 7). A successful attack causes the poison popcushion to explode, sending a spray of needles everywhere within a 10-foot-radius burst and dealing 1d4+1 points of piercing damage to creatures caught in the area each round for 1d3 rounds. A successful DC 13 Reflex save halves this damage. Additionally, a poison popcushion can be loaded with an injury poison before it is placed. Fully loading a poison popcushion takes 3 doses of poison (not included in the price). In addition to dealing damage, a loaded poison popcushion affects struck creatures with the poison stored within, though the Fortitude save DC to save against this poison is 4 lower than the poison's usual DC.",700 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/poison-popcushion
Globe of Moonlight,"Silvery, pearlescent light seeps out of this skull-sized glass orb. When shattered (a standard action), the globe floods a 30-foot radius burst in moonlight. Creatures that are affected by the light of the full moon (such as an afflicted lycanthrope) are affected as if exposed to such light, and effects that rely on moonlight function within range of this effect. This moonlight persists for 1 minute, is treated as dim light (replacing any current illumination in the area), and is equivalent to a 4th-level light spell for the purpose of interacting with other light or darkness effects.",700 ,7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/globe-of-moonlight
Swarm Bullet,"This small brass cylinder is inscribed with a symbol of a honeycomb, and a faint buzzing sound can be heard from within. A swarm bullet can be loaded into a weapon with the scatter weapon quality, such as a blunderbuss, as though it were ammunition. When fired, the weapon produces a wasp swarm that immediately moves to attack the nearest living target in a 15-foot cone. The wasp swarm acts on the shooter's turn each round, pursuing the closest living creature for 3 rounds or until it's destroyed. Should the weapon misfire while loaded with a swarm bullet, the swarm instead angrily emerges from the weapon and pursues the wielder.",700 ,7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/swarm-bullet
"Bead, Campfire","This tiny glass bead transforms itself into a small (2-foot-tall) pile of burning logs whenever its command word is spoken. The fire burns for 8 hours or until extinguished, at which point it turns back into a bead. The owner of the item must wait twice as long as the fire burned before he can order the bead to become a campfire again.",720 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bead-campfire
Archon's Torch,"This torch is made of pale yellow wood and inscribed with holy runes. When lit, it burns as a regular torch, but only lasts for 5 minutes. When held by a lawful good creature, it functions as an archon's aura spell. The magical aura ends if a lawful good creature isn't holding it, and resumes automatically if a lawful good creature holds it again.",750 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/archon-s-torch
Assassin's Dust,"This fine dust causes bare skin that it comes in contact with to burn and tingle. When sprinkled on a corpse or an inanimate skeleton, it causes the dead flesh and bones to disintegrate into a fine brown powder similar to that left by a disintegrate spell. Assassin's dust comes in a small vial suitable for treating eight Small corpses, four Medium corpses, or one Large corpse. A skeletal corpse counts as half a corpse of its size. This dust has no effect on living or undead creatures.",750 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/assassin-s-dust
"Canopy, Travel","This 5-foot-square cloth canopy is brightly colored with gold fringe around the edges, something a slightly foppish sultan might use while resting on the seashore. When you speak the command word, the canopy unfolds and floats 3 feet above your head, positioning itself to keep you shaded. The travel canopy cannot hold any weight. It reverts to its 1-foot-square folded form at your command, or automatically when it is out of the sun for more than 1 minute.",750 ,7,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/canopy-travel
"Gem, Kitsune Star (1st)","This magical jewel glows like faerie fire, shedding light as a candle. It acts as a pearl of power, except it only allows a kitsune to recover a spent use of a 1st level spell-like ability.",750 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/kitsune-star-gem
Greensurge Bomb,"A greensurge bomb is a small magically and alchemically treated plant bulb with a root growing out of that forms a handle. The bomb can be thrown like a splash weapon with a range increment of 10 feet. When the bomb strikes the ground, it bursts open, scattering weeds in a 10-foot radius. At the beginning of the thrower's next turn, the weeds rapidly grow into thick undergrowth, creating an area of difficult terrain. The weeds flourish regardless of the surrounding natural terrain (even in urban settings or on hard rock floors) but don't grow on damaging surfaces, such as pools of lava or acid. The new vegetation lasts for 5 minutes before it turns brown and crumbles to dust.",750 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/greensurge-bomb
Iron Rope,"When the end of this gray hemp rope is held and the command word is uttered, it is irrevocably transmuted into solid iron. The transmuted rope loses all magic and has the hardness and hit points of a normal inch-thick iron bar. When crafted, the rope is 25 feet long, but can be cut up to three times and each section of rope can be commanded to harden individually.",750 ,4,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/iron-rope
Levitating Land Mine,"Once the command word is spoken, this steel disc burrows 3 inches into the ground. To find it, a character with the trapfinding ability must succeed at a DC 25 Perception check. Planting the mine is a full-round action that provokes attacks of opportunity. Once the mine is set, any creature that steps into its square must succeed at a DC 14 Will save or the mine levitates the creature 5 inches above the ground. A levitated creature can attack but not move, is denied its Dexterity bonus to AC, and takes a –4 penalty to CMD against bull rush, drag, and reposition combat maneuvers. Flying creatures are immune. The creature can attempt a new save each round to end the effect. The effect ends after 5 rounds, with a successful DC 25 Disable Device check, or with a successful saving throw. The land mine is destroyed when the effect ends.",750 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/levitating-land-mine
Snapleaf,"This crystalline carving looks like a hand-sized tree leaf. It is usually worn around the neck on a strap so it is within easy reach, but can be affixed to a belt or clothing just like a badge. While falling, the bearer can snap and destroy the snapleaf as an immediate action to gain the benefits of feather fall and invisibility. The duration of the two effects work independently; ending one early does not affect the other. The item cannot be activated to provide just one of these two effects; they are always activated simultaneously.",750 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/snapleaf
Thoqqua Snake,"When burned, this firework produces smoke as a smokestick. It also expands into a tube of ash that, after 1 round, takes the form of a thoqqua. The thoqqua attacks the user's opponents to the best of its ability. If the user speaks Ignan, she can direct the thoqqua to not attack, to attack particular enemies, or to perform other actions. After 5 rounds or when it is reduced to 0 hit points (whichever comes first), the thoqqua collapses into a pile of non-magical ash.",750 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/thoqqua-snake
Trapped Puzzle Box,"Solving this simple kinetic puzzle involves removing several pegs from a handheld wooden cube. However, removing the final peg triggers the magical trap. The box explodes in the victim's hands, dealing 6d6 points of fire damage (Reflex DC 14 for half damage). Detecting that the box is trapped requires a successful DC 30 Perception check made by a character with the trapfinding ability, and disabling it requires a successful DC 30 Disable Device check.",750 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/trapped-puzzle-box
"Elixer, Honeytongue","Drinking this elixir grants the imbiber a +10 bonus on Bluff checks made to convince another that her words are the truth. This bonus lasts for 10 minutes, and doesn't apply to any other use of the Bluff skill, such as feinting in combat, creating a diversion to hide, or communicating a secret message via innuendo. If a magical effect is used against the honeytongue elixir's imbiber that would detect her lies or force her to speak the truth, the user of the effect must succeed at a DC 16 caster level check to compel the elixir's imbiber to tell the truth. Failure means the effect doesn't detect the imbiber's lies or force her to tell the truth.",750 ,7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixer-honeytongue
Stalagmite Seed,"These dense pebbles are sometimes used by drow skirmishers for both offense and defense. If a stalagmite seed is thrown, it has a range increment of 20 feet. If it's slung, treat it as a sling bullet. If the attack misses, roll for misdirection as if it were a splash weapon. When a stalagmite seed strikes a natural stone surface, a stone stalagmite immediately emerges where it landed, filling the 5-foot square and growing to 10 feet in height. Any creature occupying the square takes 5d6 points of piercing and bludgeoning damage and is knocked prone. Any creature that succeeds at a DC 14 Reflex save takes half damage and is not knocked prone.",750 ,7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/stalagmite-seed
Book of Extended Summoning (Lesser),"This leather-bound book is inscribed with runes relating to outsiders and conjuration magic. It enhances spells that summon monsters. The user may apply the Extend Spell feat to these spells as they are cast. This does not change the spell slot of the altered spell. The book counts as a metamagic rod for the purpose of combining multiple metamagic effects on a spell. A normal book of extended summoning can be used with spells of 6th level or lower, while a lesser book can be used with spells of 3rd level or lower, and a greater book can be used with spells of 9th level or lower. Each book is keyed to a particular alignment (equal chances of chaotic, evil, good, or lawful) and only works when used to summon a creature with that alignment. Once the book is used, it crumbles into cold ash and is destroyed.",750 ,17,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/book-of-extended-summoning
Polish of Inconspicuous Armor,"This pungent, tar-black armor polish comes in a small circular tin. One dose is enough to apply to a single Medium suit of armor or two Small suits of armor. Applying the polish takes 10 minutes, during which time the user must visualize a normal set of clothes or another set of armor—an alternative appearance for the armor to take on. After it is applied, the polish's noxious scent dissipates and the armor appears in the way the user visualized, as the glamered magic armor special ability. The armor maintains all properties other than its physical appearance, including weight, armor check penalty, and maximum Dexterity bonus. This effect remains for 24 hours before wearing off.",750 ,5,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/polish-of-inconspicuous-armor
Belt of Tumbling,This thin and flexible cotton cord is meant to be wrapped several times around wearer’s waist. The belt’s wearer gains a +4 competence bonus on Acrobatics checks made to move through a threatened square or through an enemy’s space.,800 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/belt-of-tumbling
Bottled Yeti Fur,"This small opaque flask releases a thick stream of coarse white fur when opened. This fur creeps up the user's arm and across her entire body until she is completely covered in a tangled pelt. While coated with this fur she gains cold resistance 5, a +2 natural armor bonus to AC, and a +4 competence bonus on Stealth checks in areas of ice and snow. This fur sheds from her body after 24 hours, or can be removed early by soaking it in alcohol. The flask is expended after one use.",800 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bottled-yeti-fur
Cap of Human Guise,"This threadbare hat allows its wearer to alter her appearance at will as with a disguise self spell, except she can only appear as a plainly dressed Small human child, adult halfling, or adult gnome, such as a peasant, blacksmith, or shopkeeper. The wearer can slightly alter the cap’s appearance as part of the disguise, but otherwise must match the overall unremarkable look of the illusory form. Though invented and primarily used by Small humanoids, it can be used by any Small or Medium humanoid creature.",800 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cap-of-human-guise-1
Defoliant Polish,"This container of sickly gray paste can coat the armor of one Medium or two Small creatures. Affected objects produce dark gray fumes for the next 24 hours. These fumes cause natural plants to wilt and diminish as soon as they come into contact with the affected armor. This allows the wearer to move through terrain made difficult due to the presence of vegetation as if it were normal terrain, though the creature leaves a clear path of ruined vegetation. In addition, creatures belonging to the plant type that target someone protected by defoliant polish with a natural attack or grapple take 1 point of damage with each successful attack.",800 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/defoliant-polish
Demon Blood,"A character who drinks a dose of this black, bubbling ichor becomes nauseated for 1d6 rounds if he fails a DC 15 Fortitude save. He also gains an enhanced capacity to affect demons with his magical attacks for 1 hour—during this time, demons suffer a –2 penalty on their saving throws against the user’s spells and spell-like abilities, and the user gains a +2 bonus on caster level checks made to penetrate a demon’s spell resistance. Demon blood is somewhat addictive, and every day for a week after a user stops daily doses of the ichor, he must make a DC 15 Fortitude save to avoid taking 1 point of Wisdom damage and being sickened for the entire day.",800 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/demon-blood
Dust of Emulation,"A creature coated with this glittering golden dust can interact with any one item or object as if she had successfully used the Use Magic Device skill to emulate a class feature or race (if the exact result of the check matters, treat the character's result as a 25). If the user of the dust does not mentally select the intended item or object while coating herself with the dust, the magic of the dust applies to the first eligible object she encounters. She can apply the result of this automatic check when dealing with the item or object for 1 hour after exposure to the dust.",800 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/dust-of-emulation
Hat of Human Guise,"This threadbare hat allows its wearer to alter her appearance as with a disguise self spell, except she can only appear as a plainly dressed Small human child, adult halfling, or adult gnome, such as a peasant, blacksmith, or shopkeeper. The wearer can slightly alter the cap's appearance as part of the disguise, but otherwise must match the overall unremarkable look of the illusory form.",800 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/hat-of-human-guise
Infiltrator's Onyx,"These gems always come in pairs—one white onyx and one black onyx. The white onyx has an aura of faint divination, while the black onyx is non-magical. The black onyx gem on its own is worth 50 gp as a spell component for animate dead and similar spells. If the black onyx is used as a material component in a necromancy spell, the bearer of the white onyx receives a mental alarm. This alarm reveals the direction of the paired black onyx gem as long as it is within 1,000 feet, as locate object. This effect lasts for 5 minutes. If the owner of the white onyx gem is within 1 mile of the black onyx at the time the necromancy spell is cast, the owner may destroy the white onyx as a standard action. Doing so also destroys the black onyx, making it unsuitable for use as a spell component and ruining the necromancy spell. The destruction of either onyx gem immediately ends the alarm and locate object effects. The white onyx turns gray and crumbles to dust after the locate object effect ends. More expensive sets of these gems exist; black onyx gems in such variant sets are worth up to 1,000 gp or more. The value of the black onyx gem is added to the item's construction cost.",800 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/infiltrator-s-onyx
Ranged Piton,"This pointed metallic piton bears a ring the size of a gold piece. A ranged piton is sized and designed so that it can be launched as easily as an arrow. When fired from a bow as a standard action at an object or empty square, the wielder makes a ranged attack against AC 5 to determine whether the piton hits the intended target. Range penalties apply as normal. On a hit, the piton attaches to the point struck, cleaving to vertical and horizontal surfaces alike. An attached ranged piton can be recovered only by speaking a command word while pulling on the piton's ring. Light rope, such as silk rope, can be threaded through the piton's ring before it is fired to rapidly place rope lines.",800 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/ranged-piton
"Stalactite, Portable","This miniature stone stalactite measures 4 to 5 inches long. As a standard action, you can toss a portable stalactite up to any solid surface no more than 20 feet above, whereupon the portable stalactite automatically affixes to the ceiling. If no suitable ceiling exists, the portable stalactite falls at your feet. Once affixed, the portable stalactite remains in place until you call it back to your hand (a standard action) or until a living creature (except you) walks under it, at which point it drops from the ceiling and makes a +10 attack roll against the target. If it hits, it deals 1d6+1 points of damage. You can affix as many portable stalactites as you like to an area’s ceiling, but you must leave at least 5 feet of space between each. A portable stalactite can be detected and disarmed as if it were a trap — it’s a DC 20 Perception check to discover, and a DC 15 Disable Device check to safely detach one.",800 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/stalactite-portable
Steadfast Gut-Stone,"This fist sized chunk of off-white stone seems too large to fit inside a human's mouth, but may be swallowed with ease as a standard action. Once ingested, the gut-stone remains active for up to a week, maneuvering itself within the body to protect its bearer's vital organs. Any time an attack would subject the bearer to precision-based damage (such as a critical hit or sneak attack), that damage is instead directed to the gut-stone. All other damage from the triggering attack, as well as damage that surpasses the gut-stone's hit points, is applied to the character normally. A gut-stone has 10 hit points and hardness 0. When a gut-stone is damaged by a melee weapon attack, as a free action its owner may sacrifice the stone to damage the attacker's weapon. Treat this as the bearer making a free sunder combat maneuver against the weapon, except that it does not provoke an attack of opportunity, bypasses the weapon's hardness, and deals 1d4 points of damage. Only one gut-stone may be in a creature's body at a time. Any attempt to swallow a second destroys both stones and forces the creature to make a DC 15 Fortitude save or be sickened for 1 round. If a gut-stone is not used within a week of being swallowed or is destroyed it crumbles apart and is passed harmlessly out of the body.",800 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/steadfast-gut-stone
"Ioun Stone, Agate Ellipsoid (Flawed)","This stone functions as a normal agate ellipsoid ioun stone, but you lose any abilities to reroll ability checks, skill checks, or saving throws for 24 hours after equipping it.",800 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/agate-ellipsoid
"Ioun Stone, Magenta Prism (Cracked)","This stone grants you a +2 competence bonus on checks with any one skill you choose, and you can change the skill modified once per day, as a normal magenta prism ioun stone.",800 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/magenta-prism
"Ioun Stone, Tourmaline Sphere (Cracked)",This stone grants a +1 insight bonus on saves against death effects.,800 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/tourmaline-sphere
Luminous Facet,"This glass cone is welded to a brass base and contains a faint crimson-and-violet fire that burns in the shape of a blooming flower, but sheds no discernible light. By speaking the item's command word, a creature can ignite the flame within a luminous facet, which then sheds light as a torch. Speaking the item's command word again immediately quenches the flame back to its original dimness. A creature need not be holding a luminous facet in order to activate or deactivate it in this way, but it must be within 60 feet of the item. Multiple luminous facets can be crafted to share the same command word, allowing a creature to ignite or extinguish numerous facets within range with a single utterance. The flat base of a luminous facet makes it easy to attach to walls or ceilings using alchemical cement or sovereign glue.",850 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/luminous-facet
Scarecrow Lure,"This life-sized scarecrow is garbed in old clothing and armor. At its center is the real skeleton of a former adventurer. A scarecrow lure is enchanted to writhe and cry out for help as if wounded. The lure's voice is usually that of the adventurer whose remains are inside, though the creator may choose any voice when creating the item. Anyone who hears or sees a scarecrow lure can attempt a DC 11Will save to disbelieve the effect. Activating a scarecrow lure is a standard action that doesn't provoke attacks of opportunity.",850 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/scarecrow-lure
Trapped Sword,"This longsword glows and has an aura, making it appear valuable. Its grip is hollow and can be filled with a dose of poison (bought separately, and requiring a full-round action to refill and rearm). Once the sword is grasped, its mechanical trap engages: Small needles in the grip deliver the poison. Detecting the trap requires a successful DC 30 Perception check made by a character with the trapfinding ability, and disabling it requires a successful DC 28 Disable Device check.",850 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/trapped-sword
Dust of Dryness,"This special dust has many uses. If it is thrown into water, a volume of as much as 100 gallons is instantly transformed into nothingness, and the dust becomes a marble-sized pellet, floating or resting where it was thrown. If this pellet is hurled, it breaks and releases the same volume of water. The dust affects only water (fresh, salt, alkaline), not other liquids. If the dust is employed against an outsider with the elemental and water subtypes, the creature must make a DC 18 Fortitude save or be destroyed. The dust deals 5d6 points of damage to the creature even if its saving throw succeeds.",850 ,11,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/dust-of-dryness
Bridle of Tricks (3 tricks),"Appearing to be a finely crafted bridle of polished steel and blue-dyed leather, a bridle of tricks can be placed on any animal or magical beast with an appropriate shape to wear a bridle (creatures with unusual anatomies may be affected with GM discretion). While wearing the bridle, a creature is treated as knowing three additional tricks, as if it had been taught the tricks with the Handle Animal skill. The tricks granted by a bridle of tricks are set when it is created, and cannot be changed. The most common tricks found in a bridle of tricks are attack, defend, fetch, guard, and heel. See Handle Animal for more information on tricks.",900 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bridle-of-tricks
Cap of Light,"This small cloth skullcap resembles those some priests wear, but is topped with a small silver statue in the shape of a lit candle. The wearer can command the statue to radiate light (as light). The light can also be turned off on command.",900 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cap-of-light
Cloak of Human Guise,"This plain cloak only has any effect when worn by a member of a half-human race, such as a half-orc or half-elf. It alters the wearer's appearance similarly to a hat of disguise, but only to the extent that it conceals or alters the wearer's non-human physical traits so the creature appears fully human. Any feature that is plausibly human remains. For example, a half-orc wearing the cloak loses his green or gray skin color and pointed ears, has no visible tusks, and is otherwise completely able to pass as a human version of his normal self. Likewise, a half-elf wearing the cloak has round ears, human-like eyes, and no other traits indicating elven ancestry. The wearer has no control over the specific guise, and those familiar with his normal appearance can recognize him in his human guise.",900 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cloak-of-human-guise
Elemental Storing Stone,"This small stone appears to be a normal river rock shot through with veins of white marble. At the beginning of each day, an elemental storing stone activates and can begin storing elemental energy. If the wielder of the stone takes 10 or more points of a single type of energy damage (acid, cold, electricity, fire, or sonic), the stone becomes charged with that energy. A charged elemental storing stone can be used to launch a single ray attack of the energy type stored within. The ray is a ranged touch attack with a range of 60 feet that deals 2d6 points of damage on a successful hit. An elemental storing stone may be used once per day. If the stone is charged and not used by the beginning of the next day, the charge is wasted and the stone must be charged again to function.",900 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elemental-storing-stone
